antipatio	a n t i p a t i o
antisepsato	a n t i s e p s a t o
antisepsi	a n t i s e p s i
antitoksino	a n t i t o k s i n o
antologio	a n t o l o ɡ i o
antonimo	a n t o n i m o
antropologia	a n t r o p o l o ɡ i a
antropologio	a n t r o p o l o ɡ i o
antverpeno	a n t v e r p e n o
anunciacio	a n u n t͡s i a t͡s i o
anuro	a n u r o
anuso	a n u s o
anĉo	a n t͡ʃ o
anĉovo	a n t͡ʃ o v o
anĝeleto	a n d͡ʒ e l e t o
anĝelologio	a n d͡ʒ e l o l o ɡ i o
anĝeluso	a n d͡ʒ e l u s o
aparato	a p a r a t o
aparatulo	a p a r a t u l o
aparta	a p a r t a
apartamento	a p a r t a m e n t o
aparteni	a p a r t e n i
apartigi	a p a r t i ɡ i
apatia	a p a t i a
apenaŭ	a p e n a w
aperantajn	a p e r a n t a j n
aperantojn	a p e r a n t o j n
aperi	a p e r i
aperintaj	a p e r i n t a j
aperintajn	a p e r i n t a j n
aperintoj	a p e r i n t o j
aperintojn	a p e r i n t o j n
aperitivo	a p e r i t i v o
apero	a p e r o
aperontajn	a p e r o n t a j n
aperontoj	a p e r o n t o j
aperontojn	a p e r o n t o j n
apetito	a p e t i t o
aplaŭdi	a p l a w d i
aplaŭdo	a p l a w d o
aplikato	a p l i k a t o
apliki	a p l i k i
aplombo	a p l o m b o
apogeo	a p o ɡ e o
apogi	a p o ɡ i
apogo	a p o ɡ o
apokalipso	a p o k a l i p s o
apologio	a p o l o ɡ i o
apopleksio	a p o p l e k s i o
apoteko	a p o t e k o
apoteozo	a p o t e o z o
apozicio	a p o z i t͡s i o
aprezi	a p r e z i
aprilo	a p r i l o
apriora	a p r i o r a
aprobato	a p r o b a t o
apudigato	a p u d i ɡ a t o
apudigi	a p u d i ɡ i
arabo	a r a b o
araneo	a r a n e o
aranĝato	a r a n d͡ʒ a t o
arbara	a r b a r a
arbarano	a r b a r a n o
arbarigantaj	a r b a r i ɡ a n t a j
arbarigantajn	a r b a r i ɡ a n t a j n
arbarigantoj	a r b a r i ɡ a n t o j
arbarigantojn	a r b a r i ɡ a n t o j n
arbarigataj	a r b a r i ɡ a t a j
arbarigatajn	a r b a r i ɡ a t a j n
arbarigatoj	a r b a r i ɡ a t o j
arbarigatojn	a r b a r i ɡ a t o j n
arbarigi	a r b a r i ɡ i
arbarigintaj	a r b a r i ɡ i n t a j
arbarigintajn	a r b a r i ɡ i n t a j n
arbarigintoj	a r b a r i ɡ i n t o j
arbarigintojn	a r b a r i ɡ i n t o j n
arbarigitaj	a r b a r i ɡ i t a j
arbarigitajn	a r b a r i ɡ i t a j n
arbarigitoj	a r b a r i ɡ i t o j
arbarigitojn	a r b a r i ɡ i t o j n
arbarigontaj	a r b a r i ɡ o n t a j
arbarigontajn	a r b a r i ɡ o n t a j n
arbarigontoj	a r b a r i ɡ o n t o j
arbarigontojn	a r b a r i ɡ o n t o j n
arbarigotaj	a r b a r i ɡ o t a j
arbarigotoj	a r b a r i ɡ o t o j
arbarigotojn	a r b a r i ɡ o t o j n
arbaro	a r b a r o
arbeto	a r b e t o
arbitra	a r b i t r a
arbitraciisto	a r b i t r a t͡s i i s t o
arbusteto	a r b u s t e t o
arbusto	a r b u s t o
ardaĵo	a r d a ʒ o
ardeo	a r d e o
ardi	a r d i
areo	a r e o
arestato	a r e s t a t o
arestejo	a r e s t e j o
arestordono	a r e s t o r d o n o
areto	a r e t o
argilo	a r ɡ i l o
argono	a r ɡ o n o
argumentato	a r ɡ u m e n t a t o
argumentebla	a r ɡ u m e n t e b l a
ario	a r i o
aristokrataro	a r i s t o k r a t a r o
aristokratio	a r i s t o k r a t i o
aristokrato	a r i s t o k r a t o
aritmetikilo	a r i t m e t i k i l o
aritmetiko	a r i t m e t i k o
arizono	a r i z o n o
ariĝi	a r i d͡ʒ i
arkado	a r k a d o
arkaika	a r k a i k a
arkana	a r k a n a
arkansaso	a r k a n s a s o
arkeo	a r k e o
arkeologia	a r k e o l o ɡ i a
arketipo	a r k e t i p o
arkiduko	a r k i d u k o
arkimeda	a r k i m e d a
arkitekto	a r k i t e k t o
arkitekturo	a r k i t e k t u r o
arkivadon	a r k i v a d o n
arkivas	a r k i v a s
arkivejo	a r k i v e j o
arkivis	a r k i v i s
arkivisto	a r k i v i s t o
arkivo	a r k i v o
arkivos	a r k i v o s
arkivu	a r k i v u
arkivus	a r k i v u s
arkonto	a r k o n t o
arlekeno	a r l e k e n o
armaĵo	a r m a ʒ o
armenio	a r m e n i o
armeo	a r m e o
armilaro	a r m i l a r o
armoracio	a r m o r a t͡s i o
arniko	a r n i k o
arogi	a r o ɡ i
aroma	a r o m a
aromo	a r o m o
arondismento	a r o n d i s m e n t o
arsenika	a r s e n i k a
arseniko	a r s e n i k o
arseno	a r s e n o
artaĵo	a r t a ʒ o
artefakto	a r t e f a k t o
artefarita	a r t e f a r i t a
artemiso	a r t e m i s o
arteria	a r t e r i a
arterio	a r t e r i o
artifiko	a r t i f i k o
artiko	a r t i k o
artilerio	a r t i l e r i o
artiŝoko	a r t i ʃ o k o
arto	a r t o
artrologio	a r t r o l o ɡ i o
arturo	a r t u r o
arvikolo	a r v i k o l o
arĝentepoko	a r d͡ʒ e n t e p o k o
arĝenti	a r d͡ʒ e n t i
arĝentkoloro	a r d͡ʒ e n t k o l o r o
arĝento	a r d͡ʒ e n t o
arĥaika	a r x a i k a
arĥeo	a r x e o
arĥeologia	a r x e o l o ɡ i a
arĥeologio	a r x e o l o ɡ i o
arĥetipo	a r x e t i p o
arĥimeda	a r x i m e d a
arĥipelago	a r x i p e l a ɡ o
arĥitekturisto	a r x i t e k t u r i s t o
arĥitekturo	a r x i t e k t u r o
arĥivado	a r x i v a d o
arĥivadon	a r x i v a d o n
arĥivas	a r x i v a s
arĥivis	a r x i v i s
arĥivisto	a r x i v i s t o
arĥivo	a r x i v o
arĥivos	a r x i v o s
arĥivu	a r x i v u
arĥivus	a r x i v u s
arĥonto	a r x o n t o
asekurantajn	a s e k u r a n t a j n
asekurantoj	a s e k u r a n t o j
asekurantojn	a s e k u r a n t o j n
asekuratoj	a s e k u r a t o j
asekuratojn	a s e k u r a t o j n
asekurintajn	a s e k u r i n t a j n
asekurintoj	a s e k u r i n t o j
asekurintojn	a s e k u r i n t o j n
asekuritaj	a s e k u r i t a j
asekuritajn	a s e k u r i t a j n
asekuritoj	a s e k u r i t o j
asekuritojn	a s e k u r i t o j n
asekurontaj	a s e k u r o n t a j
asekurontoj	a s e k u r o n t o j
asekurontojn	a s e k u r o n t o j n
asekurotaj	a s e k u r o t a j
asekurotoj	a s e k u r o t o j
asekurotojn	a s e k u r o t o j n
asembleo	a s e m b l e o
asertato	a s e r t a t o
aserti	a s e r t i
asfalti	a s f a l t i
asfalto	a s f a l t o
asignato	a s i ɡ n a t o
asimilato	a s i m i l a t o
asiriologio	a s i r i o l o ɡ i o
asisti	a s i s t i
asketismo	a s k e t i s m o
asmaro	a s m a r o
asociiĝo	a s o t͡s i i d͡ʒ o
asocio	a s o t͡s i o
asparagino	a s p a r a ɡ i n o
asparago	a s p a r a ɡ o
aspekti	a s p e k t i
aspido	a s p i d o
aspirino	a s p i r i n o
astano	a s t a n o
astato	a s t a t o
asterisko	a s t e r i s k o
asteroido	a s t e r o i d o
astra	a s t r a
astro	a s t r o
astrologio	a s t r o l o ɡ i o
astronomio	a s t r o n o m i o
astronomo	a s t r o n o m o
asturio	a s t u r i o
atakantaj	a t a k a n t a j
atakantajn	a t a k a n t a j n
atakantojn	a t a k a n t o j n
atakataj	a t a k a t a j
atakatajn	a t a k a t a j n
atakato	a t a k a t o
atakatoj	a t a k a t o j
atakatojn	a t a k a t o j n
atakema	a t a k e m a
ataki	a t a k i
atakintaj	a t a k i n t a j
atakintajn	a t a k i n t a j n
atakintojn	a t a k i n t o j n
atakitaj	a t a k i t a j
atakitajn	a t a k i t a j n
atakitoj	a t a k i t o j
atakitojn	a t a k i t o j n
atakontaj	a t a k o n t a j
atakontoj	a t a k o n t o j
atakontojn	a t a k o n t o j n
atakotaj	a t a k o t a j
atakotajn	a t a k o t a j n
atakotoj	a t a k o t o j
atakotojn	a t a k o t o j n
ateisto	a t e i s t o
atena	a t e n a
atenano	a t e n a n o
atendejo	a t e n d e j o
atendi	a t e n d i
ateno	a t e n o
atentaro	a t e n t a r o
atentema	a t e n t e m a
atenti	a t e n t i
atentigi	a t e n t i ɡ i
atentinda	a t e n t i n d a
atentota	a t e n t o t a
atingebla	a t i n ɡ e b l a
atingi	a t i n ɡ i
atingito	a t i n ɡ i t o
atlantido	a t l a n t i d o
atlantika	a t l a n t i k a
atlasa	a t l a s a
atleto	a t l e t o
atmosfero	a t m o s f e r o
atmosferologio	a t m o s f e r o l o ɡ i o
atolo	a t o l o
atoma	a t o m a
atombombo	a t o m b o m b o
atomo	a t o m o
atomomaso	a t o m o m a s o
atrofio	a t r o f i o
atropino	a t r o p i n o
avali	a v a l i
avalo	a v a l o
avantaĝo	a v a n t a d͡ʒ o
avaro	a v a r o
avelo	a v e l o
avenkaĉo	a v e n k a t͡ʃ o
aventurema	a v e n t u r e m a
aventuro	a v e n t u r o
aviada	a v i a d a
aviadi	a v i a d i
aviadilo	a v i a d i l o
avino	a v i n o
avio	a v i o
avokado	a v o k a d o
avokadujo	a v o k a d u j o
avoĉjo	a v o t͡ʃ j o
avĉjo	a v t͡ʃ j o
azaleo	a z a l e o
azeno	a z e n o
azerbajĝano	a z e r b a j d͡ʒ a n o
azia	a z i a
aziano	a z i a n o
azilo	a z i l o
azio	a z i o
azoto	a z o t o
azuleho	a z u l e h o
azuleĥo	a z u l e x o
aĉ	a t͡ʃ
aĉa	a t͡ʃ a
aĉetantaj	a t͡ʃ e t a n t a j
aĉetantajn	a t͡ʃ e t a n t a j n
aĉetantoj	a t͡ʃ e t a n t o j
aĉetantojn	a t͡ʃ e t a n t o j n
aĉetataj	a t͡ʃ e t a t a j
aĉetatajn	a t͡ʃ e t a t a j n
aĉetato	a t͡ʃ e t a t o
aĉetatoj	a t͡ʃ e t a t o j
aĉetatojn	a t͡ʃ e t a t o j n
aĉetebla	a t͡ʃ e t e b l a
aĉeti	a t͡ʃ e t i
aĉetinta	a t͡ʃ e t i n t a
aĉetintaj	a t͡ʃ e t i n t a j
aĉetintajn	a t͡ʃ e t i n t a j n
aĉetintoj	a t͡ʃ e t i n t o j
aĉetintojn	a t͡ʃ e t i n t o j n
aĉetisto	a t͡ʃ e t i s t o
aĉetitoj	a t͡ʃ e t i t o j
aĉetitojn	a t͡ʃ e t i t o j n
aĉetlisto	a t͡ʃ e t l i s t o
aĉetontaj	a t͡ʃ e t o n t a j
aĉetontojn	a t͡ʃ e t o n t o j n
aĉetotajn	a t͡ʃ e t o t a j n
aĉetotoj	a t͡ʃ e t o t o j
aĉetotojn	a t͡ʃ e t o t o j n
aĉi	a t͡ʃ i
aĝi	a d͡ʒ i
aĝio	a d͡ʒ i o
aĝiotado	a d͡ʒ i o t a d o
aĝioti	a d͡ʒ i o t i
aĝiotisto	a d͡ʒ i o t i s t o
aĝo	a d͡ʒ o
aĥ	a x
aĥeno	a x e n o
aĥi	a x i
aĥilo	a x i l o
aĥondroplazio	a x o n d r o p l a z i o
aĵpentraĵo	a ʒ p e n t r a ʒ o
aŝgabato	a ʃ ɡ a b a t o
aŝkenazo	a ʃ k e n a z o
aŭ	a w
aŭdaco	a w d a t͡s o
aŭdebla	a w d e b l a
aŭdfrekvenco	a w d f r e k v e n t͡s o
aŭdi	a w d i
aŭdigi	a w d i ɡ i
aŭdilo	a w d i l o
aŭdio	a w d i o
aŭdiĝi	a w d i d͡ʒ i
aŭdo	a w d o
aŭgmento	a w ɡ m e n t o
aŭgsburgo	a w ɡ s b u r ɡ o
aŭguro	a w ɡ u r o
aŭgusteno	a w ɡ u s t e n o
aŭkcio	a w k t͡s i o
aŭreolo	a w r e o l o
aŭskulti	a w s k u l t i
aŭstino	a w s t i n o
aŭstrala	a w s t r a l a
aŭstralio	a w s t r a l i o
aŭstriano	a w s t r i a n o
aŭstrio	a w s t r i o
aŭstro	a w s t r o
aŭstronezia	a w s t r o n e z i a
aŭtenteco	a w t e n t e t͡s o
aŭtentigi	a w t e n t i ɡ i
aŭtentika	a w t e n t i k a
aŭtentikeco	a w t e n t i k e t͡s o
aŭtisma	a w t i s m a
aŭtismo	a w t i s m o
aŭtismulo	a w t i s m u l o
aŭtisto	a w t i s t o
aŭtobiografio	a w t o b i o ɡ r a f i o
aŭtobushaltejo	a w t o b u s h a l t e j o
aŭtodidakto	a w t o d i d a k t o
aŭtogiro	a w t o ɡ i r o
aŭtografi	a w t o ɡ r a f i
aŭtografo	a w t o ɡ r a f o
aŭtokratia	a w t o k r a t i a
aŭtokratio	a w t o k r a t i o
aŭtokrato	a w t o k r a t o
aŭtoktona	a w t o k t o n a
aŭtomata	a w t o m a t a
aŭtomate	a w t o m a t e
aŭtomato	a w t o m a t o
aŭtomobilo	a w t o m o b i l o
aŭtonomeco	a w t o n o m e t͡s o
aŭtoreco	a w t o r e t͡s o
aŭtoritata	a w t o r i t a t a
aŭtoritato	a w t o r i t a t o
aŭtororajto	a w t o r o r a j t o
aŭtovojo	a w t o v o j o
aŭtoĥtono	a w t o x t o n o
aŭtuna	a w t u n a
aŭtuno	a w t u n o
baalo	b a a l o
babiladi	b a b i l a d i
babilado	b a b i l a d o
babilantajn	b a b i l a n t a j n
babilantoj	b a b i l a n t o j
babilaĉi	b a b i l a t͡ʃ i
babilema	b a b i l e m a
babilintaj	b a b i l i n t a j
babilintajn	b a b i l i n t a j n
babilintoj	b a b i l i n t o j
babilintojn	b a b i l i n t o j n
babilontaj	b a b i l o n t a j
babilontajn	b a b i l o n t a j n
babilontojn	b a b i l o n t o j n
babuŝo	b a b u ʃ o
bacilo	b a t͡s i l o
badaĥozo	b a d a x o z o
bagatelo	b a ɡ a t e l o
bagaĝo	b a ɡ a d͡ʒ o
bajto	b a j t o
baki	b a k i
bakteria	b a k t e r i a
bakterio	b a k t e r i o
bakujo	b a k u j o
bakuo	b a k u o
balado	b a l a d o
balai	b a l a i
balailo	b a l a i l o
balano	b a l a n o
balasto	b a l a s t o
baldakeno	b a l d a k e n o
baldaŭ	b a l d a w
baldaŭo	b a l d a w o
baleno	b a l e n o
balenĉasado	b a l e n t͡ʃ a s a d o
baleto	b a l e t o
balistika	b a l i s t i k a
balistiko	b a l i s t i k o
balo	b a l o
balono	b a l o n o
balotado	b a l o t a d o
baloto	b a l o t o
balustrado	b a l u s t r a d o
balzamino	b a l z a m i n o
balzamo	b a l z a m o
balzo	b a l z o
bambuo	b a m b u o
banala	b a n a l a
banaleco	b a n a l e t͡s o
banano	b a n a n o
bandaĝo	b a n d a d͡ʒ o
banejo	b a n e j o
bangio	b a n ɡ i o
bani	b a n i
bankaŭtomato	b a n k a w t o m a t o
bankedi	b a n k e d i
bankedo	b a n k e d o
bankiero	b a n k i e r o
banko	b a n k o
bankroto	b a n k r o t o
bano	b a n o
bantkravato	b a n t k r a v a t o
bantuko	b a n t u k o
banujo	b a n u j o
banĝo	b a n d͡ʒ o
banĵulo	b a n ʒ u l o
bapti	b a p t i
baptiĝi	b a p t i d͡ʒ i
baptofilino	b a p t o f i l i n o
baptogefilo	b a p t o ɡ e f i l o
baptopatrino	b a p t o p a t r i n o
baptujo	b a p t u j o
barako	b a r a k o
barakti	b a r a k t i
baratano	b a r a t a n o
barato	b a r a t o
barbiro	b a r b i r o
barbo	b a r b o
barbro	b a r b r o
barbulo	b a r b u l o
barcelono	b a r t͡s e l o n o
barejno	b a r e j n o
bari	b a r i
bariero	b a r i e r o
barilo	b a r i l o
bariono	b a r i o n o
baro	b a r o
baroj	b a r o j
barojn	b a r o j n
baroka	b a r o k a
barokmuziko	b a r o k m u z i k o
baroko	b a r o k o
barono	b a r o n o
bartolomeo	b a r t o l o m e o
barĝo	b a r d͡ʒ o
basa	b a s a
basbala	b a s b a l a
basbalo	b a s b a l o
baseno	b a s e n o
baskulantaj	b a s k u l a n t a j
baskulantoj	b a s k u l a n t o j
baskulantojn	b a s k u l a n t o j n
baskuli	b a s k u l i
baskulintajn	b a s k u l i n t a j n
baskulintojn	b a s k u l i n t o j n
baskulo	b a s k u l o
baskulontaj	b a s k u l o n t a j
baskulontajn	b a s k u l o n t a j n
baskulontoj	b a s k u l o n t o j
baskulontojn	b a s k u l o n t o j n
baso	b a s o
bastiono	b a s t i o n o
bastoneto	b a s t o n e t o
bastono	b a s t o n o
batadi	b a t a d i
batalado	b a t a l a d o
batalejo	b a t a l e j o
batalema	b a t a l e m a
batali	b a t a l i
bataligi	b a t a l i ɡ i
batalilo	b a t a l i l o
batalo	b a t a l o
batanto	b a t a n t o
batato	b a t a t o
batilo	b a t i l o
batisto	b a t i s t o
bato	b a t o
bavario	b a v a r i o
baziliko	b a z i l i k o
bazilisko	b a z i l i s k o
baziĝi	b a z i d͡ʒ i
bazlernejo	b a z l e r n e j o
bazopilkado	b a z o p i l k a d o
bazpilkado	b a z p i l k a d o
bazulo	b a z u l o
be	b e
bebino	b e b i n o
bedaŭri	b e d a w r i
begino	b e ɡ i n o
behemoto	b e h e m o t o
bei	b e i
bejruto	b e j r u t o
beko	b e k o
belarusio	b e l a r u s i o
belaspekta	b e l a s p e k t a
belaĵo	b e l a ʒ o
belaĵojn	b e l a ʒ o j n
beleco	b e l e t͡s o
belega	b e l e ɡ a
beletro	b e l e t r o
belfrido	b e l f r i d o
belgio	b e l ɡ i o
belgujo	b e l ɡ u j o
beligi	b e l i ɡ i
belo	b e l o
belulino	b e l u l i n o
belulo	b e l u l o
belvedero	b e l v e d e r o
bemolo	b e m o l o
bendo	b e n d o
benedikto	b e n e d i k t o
beni	b e n i
benino	b e n i n o
benjeto	b e n j e t o
benjetobastoneto	b e n j e t o b a s t o n e t o
benko	b e n k o
beno	b e n o
benzeno	b e n z e n o
benzinujo	b e n z i n u j o
benzolo	b e n z o l o
berilo	b e r i l o
berilŝtono	b e r i l ʃ t o n o
berno	b e r n o
bero	b e r o
bestama	b e s t a m a
bestaro	b e s t a r o
bestaĵo	b e s t a ʒ o
bestokuracisto	b e s t o k u r a t͡s i s t o
bestoĝardeno	b e s t o d͡ʒ a r d e n o
betono	b e t o n o
betulo	b e t u l o
bezoni	b e z o n i
bezono	b e z o n o
bharato	b h a r a t o
bibimbapo	b i b i m b a p o
biblia	b i b l i a
biblio	b i b l i o
bibliografio	b i b l i o ɡ r a f i o
bibliotekistino	b i b l i o t e k i s t i n o
biblioteko	b i b l i o t e k o
biciklo	b i t͡s i k l o
bieno	b i e n o
bigamio	b i ɡ a m i o
bikola	b i k o l a
bilardo	b i l a r d o
bildaro	b i l d a r o
bildero	b i l d e r o
bildingo	b i l d i n ɡ o
bildliteraturo	b i l d l i t e r a t u r o
bildrakonto	b i l d r a k o n t o
bileto	b i l e t o
biletujo	b i l e t u j o
biliono	b i l i o n o
bilo	b i l o
bilomakleristo	b i l o m a k l e r i s t o
binara	b i n a r a
biografia	b i o ɡ r a f i a
biografio	b i o ɡ r a f i o
biografo	b i o ɡ r a f o
biokemia	b i o k e m i a
biokomputiko	b i o k o m p u t i k o
biologio	b i o l o ɡ i o
biomaso	b i o m a s o
biomo	b i o m o
bioĥemio	b i o x e m i o
birdaĵo	b i r d a ʒ o
birdido	b i r d i d o
birdokanto	b i r d o k a n t o
bireto	b i r e t o
biro	b i r o
bis	b i s
bisaŭo	b i s a w o
biskvito	b i s k v i t o
bisturio	b i s t u r i o
bito	b i t o
bitoko	b i t o k o
bivako	b i v a k o
bizancio	b i z a n t͡s i o
bizara	b i z a r a
bizono	b i z o n o
bjalistoko	b j a l i s t o k o
blagi	b l a ɡ i
blanka	b l a n k a
blanko	b l a n k o
blankula	b l a n k u l a
blankulo	b l a n k u l o
blato	b l a t o
blazo	b l a z o
blazono	b l a z o n o
bleko	b l e k o
blinda	b l i n d a
blinde	b l i n d e
blindeco	b l i n d e t͡s o
blindigi	b l i n d i ɡ i
blindulo	b l i n d u l o
blokado	b l o k a d o
bloko	b l o k o
blondulino	b l o n d u l i n o
blondulo	b l o n d u l o
blovego	b l o v e ɡ o
blovi	b l o v i
blovinstrumento	b l o v i n s t r u m e n t o
blovo	b l o v o
blua	b l u a
bludento	b l u d e n t o
bluso	b l u s o
bo	b o
boacaro	b o a t͡s a r o
boaco	b o a t͡s o
boateto	b o a t e t o
bobelo	b o b e l o
bobeno	b o b e n o
bofamilio	b o f a m i l i o
bofilino	b o f i l i n o
bofilo	b o f i l o
bofratino	b o f r a t i n o
bofrato	b o f r a t o
bohemio	b o h e m i o
bojeti	b o j e t i
boji	b o j i
bojsio	b o j s i o
boko	b o k o
boksero	b o k s e r o
boksi	b o k s i
bolantaj	b o l a n t a j
bolantajn	b o l a n t a j n
bolantoj	b o l a n t o j
boli	b o l i
bolido	b o l i d o
boligantaj	b o l i ɡ a n t a j
boligantajn	b o l i ɡ a n t a j n
boligantoj	b o l i ɡ a n t o j
boligantojn	b o l i ɡ a n t o j n
boligatajn	b o l i ɡ a t a j n
boligatoj	b o l i ɡ a t o j
boligatojn	b o l i ɡ a t o j n
boligi	b o l i ɡ i
boligintaj	b o l i ɡ i n t a j
boligintajn	b o l i ɡ i n t a j n
boligintoj	b o l i ɡ i n t o j
boligintojn	b o l i ɡ i n t o j n
boligitoj	b o l i ɡ i t o j
boligitojn	b o l i ɡ i t o j n
boligontaj	b o l i ɡ o n t a j
boligontoj	b o l i ɡ o n t o j
boligontojn	b o l i ɡ o n t o j n
boligotaj	b o l i ɡ o t a j
boligotajn	b o l i ɡ o t a j n
boligotojn	b o l i ɡ o t o j n
bolintaj	b o l i n t a j
bolintoj	b o l i n t o j
bolivara	b o l i v a r a
bolkruĉo	b o l k r u t͡ʃ o
bolontaj	b o l o n t a j
bolontajn	b o l o n t a j n
bolontoj	b o l o n t o j
bolontojn	b o l o n t o j n
boltingo	b o l t i n ɡ o
bolto	b o l t o
bolŝeviko	b o l ʃ e v i k o
bombantaj	b o m b a n t a j
bombantajn	b o m b a n t a j n
bombantoj	b o m b a n t o j
bombantojn	b o m b a n t o j n
bombasta	b o m b a s t a
bombasto	b o m b a s t o
bombatajn	b o m b a t a j n
bombatojn	b o m b a t o j n
bombintaj	b o m b i n t a j
bombintajn	b o m b i n t a j n
bombintojn	b o m b i n t o j n
bombitajn	b o m b i t a j n
bombitoj	b o m b i t o j
bombitojn	b o m b i t o j n
bombono	b o m b o n o
bombontaj	b o m b o n t a j
bombontojn	b o m b o n t o j n
bombotaj	b o m b o t a j
bombotajn	b o m b o t a j n
bombotojn	b o m b o t o j n
bonantagulo	b o n a n t a ɡ u l o
bonega	b o n e ɡ a
bongustaĵo	b o n ɡ u s t a ʒ o
bonifaco	b o n i f a t͡s o
bonkora	b o n k o r a
bonkoreco	b o n k o r e t͡s o
bonsajo	b o n s a j o
bonulo	b o n u l o
bonvenigi	b o n v e n i ɡ i
bonveno	b o n v e n o
bonvenon	b o n v e n o n
bonvoli	b o n v o l i
bonvolo	b o n v o l o
bopatrino	b o p a t r i n o
bopo	b o p o
boragacoj	b o r a ɡ a t͡s o j
borantaj	b o r a n t a j
borataj	b o r a t a j
boratajn	b o r a t a j n
borato	b o r a t o
boratoj	b o r a t o j
bordelo	b o r d e l o
bordo	b o r d o
boreala	b o r e a l a
bori	b o r i
borintaj	b o r i n t a j
borintajn	b o r i n t a j n
borintoj	b o r i n t o j
boritaj	b o r i t a j
boritajn	b o r i t a j n
boritoj	b o r i t o j
boritojn	b o r i t o j n
bornitrido	b o r n i t r i d o
boro	b o r o
borontaj	b o r o n t a j
borontajn	b o r o n t a j n
borontoj	b o r o n t o j
borontojn	b o r o n t o j n
borotaj	b o r o t a j
borotoj	b o r o t o j
borotojn	b o r o t o j n
botaniko	b o t a n i k o
botelego	b o t e l e ɡ o
boteleto	b o t e l e t o
botelo	b o t e l o
botisto	b o t i s t o
boto	b o t o
bovaro	b o v a r o
bovaĵo	b o v a ʒ o
bovejo	b o v e j o
bovidaĵo	b o v i d a ʒ o
bovido	b o v i d o
bovinaro	b o v i n a r o
bovinejo	b o v i n e j o
bovino	b o v i n o
bovo	b o v o
braceleto	b r a t͡s e l e t o
brakseĝo	b r a k s e d͡ʒ o
brakumi	b r a k u m i
bramano	b r a m a n o
bramo	b r a m o
branflokoj	b r a n f l o k o j
branko	b r a n k o
brano	b r a n o
branĉaro	b r a n t͡ʃ a r o
brasiko	b r a s i k o
bratislavo	b r a t i s l a v o
bravuro	b r a v u r o
brazavilo	b r a z a v i l o
brazilano	b r a z i l a n o
braziljo	b r a z i l j o
brazilo	b r a z i l o
breco	b r e t͡s o
bredi	b r e d i
bremsilo	b r e m s i l o
bretonio	b r e t o n i o
bretono	b r e t o n o
brido	b r i d o
brileti	b r i l e t i
brili	b r i l i
brilianto	b r i l i a n t o
brilo	b r i l o
brio	b r i o
brita	b r i t a
briteliro	b r i t e l i r o
brito	b r i t o
brizo	b r i z o
briĝo	b r i d͡ʒ o
brodu	b r o d u
brokanti	b r o k a n t i
broklino	b r o k l i n o
brokolo	b r o k o l o
bromo	b r o m o
bronko	b r o n k o
bronzepoko	b r o n z e p o k o
broso	b r o s o
brovo	b r o v o
broŝuro	b r o ʃ u r o
bruado	b r u a d o
bruego	b r u e ɡ o
brulado	b r u l a d o
brulaĵo	b r u l a ʒ o
brulego	b r u l e ɡ o
brulema	b r u l e m a
bruliĝi	b r u l i d͡ʒ i
brulo	b r u l o
brulvundantajn	b r u l v u n d a n t a j n
brulvundantoj	b r u l v u n d a n t o j
brulvundataj	b r u l v u n d a t a j
brulvundatajn	b r u l v u n d a t a j n
brulvundatoj	b r u l v u n d a t o j
brulvundatojn	b r u l v u n d a t o j n
brulvundintajn	b r u l v u n d i n t a j n
brulvundintoj	b r u l v u n d i n t o j
brulvunditoj	b r u l v u n d i t o j
brulvunditojn	b r u l v u n d i t o j n
brulvundontaj	b r u l v u n d o n t a j
brulvundontajn	b r u l v u n d o n t a j n
brulvundontoj	b r u l v u n d o n t o j
brulvundontojn	b r u l v u n d o n t o j n
brulvundotajn	b r u l v u n d o t a j n
brulvundotoj	b r u l v u n d o t o j
brulvundotojn	b r u l v u n d o t o j n
bruna	b r u n a
brunejo	b r u n e j o
brunigi	b r u n i ɡ i
bruno	b r u n o
bruo	b r u o
bruomuziko	b r u o m u z i k o
brustangoro	b r u s t a n ɡ o r o
brutala	b r u t a l a
brutaro	b r u t a r o
bruĝo	b r u d͡ʒ o
bubalo	b u b a l o
